id,Title,Journal,Year,Abstract,Keywords,Recommend
235,A new in vivo technique for determination of femoro-tibial and femoro-patellar 3D kinematics in total knee arthroplasty,Journal of Biomechanics,2007,"Aim was to develop an in vivo technique which allows determination of femoro-tibial and of femoro-patellar 3D-kinematics in TKA simultaneously. The knees of 20 healthy volunteers and of eight patients with TKA (PCR, rotating platform) were investigated. Kinematics analysis was performed in an open MR-system at different flexion angles with external loads being applied. The TKA components were identified using a 3D-fitting technique, which allows an automated 3D-3D-registration of the TKA. Femoro-patellar and femoro-tibial 3D-kinematics were analyzed by image postprocessing. The validity of the postprocessing technique demonstrated a coefficient of determination of 0.98 for translation and of 0.97 for rotation. The reproducibility yielded a coefficient of variation (CV%) for patella kinematics between 0.17% (patello-femoral angle) and 6.8% (patella tilt). The femoro-tibial displacement also showed a high reproducibility with CV% of 4.0% for translation and of 7.1% for rotation. While in the healthy knees the typical screw-home mechanism was observed, a paradoxical anterior translation of the femur relative to the tibia combined with an external rotation occurred after TKA. Fifty percent of the TKA's experienced a condylar lift-off of &gt;1 mm predominately on the medial side. Regarding patellar kinematics significant changes were found in both planes in TKA with an increased patella height in the sagittal plane and patella tilt and shift in the transversal plane. The results demonstrate that the presented 3D MR-open based method is highly reproducible and valid for image acquisition and postprocessing and provides—for the first time—in vivo data of 3D-kinematics of the tibio-femoral and simultaneously of the patello-femoral joint during knee flexion.",Knee Kinematics TKA Open MR imaging,
236,An extended JADE-S based framework for developing secure Multi-Agent Systems,Computer Standards & Interfaces,2009,"Agent communities are self-organized virtual spaces consisting of a large number of agents and their dynamic environments. Within a community, agents group together offering special e-services for effective, reliable, and mutual benefits. Usually, an agent community is composed of specialized agents performing one or more tasks in a single domain/sub-domain, or in highly intersecting domains. However, secure Multi-Agent Systems require severe mechanisms in order to prevent malicious attacks. Several limits affect exiting secure agents platform, such as the lack of a strong authentication system, the lack of a flexible distributed mechanism for access control and the lack of a system for storing past behaviors of agent/user. Biometric owner agents authentication, agent/users policies to regulate agent's behavior and actions, and agent/users reputation level to select trusted agents can be used to overcome the above limits and enhance the level of security for these applications. In this paper an extended JADE-S based framework for developing secure Multi-Agent Systems is proposed. The framework functionalities are extended by self-contained FPGA biometric sensors providing secure and fast user authentication service. Each agent owner, by means of biometric authentication, acquires his/her own X.509v3 digital certificate. Policy files and a flexible, fast distributed Access Control Mechanism can regulate behavior and actions of any users/agent inside the platform. In addition, a mechanism based on the agent reputation is used: reputation is an attribute associated to each owner and/or agent on the basis of its past behavior and integrity. In order to prove the feasibility of the proposed framework, we have developed a multi-agent e-Banking system. System goal deals with e-Banking services such as bank account statements, account transactions and so on. In the paper, the experimental features of the biometric self-contained sensors are also outlined.",Multi-Agent Systems (MASs) MAS Security JADE-S Biometric Authentication FPGA Prototyping e-Banking System,
237,Cloud federation in a layered service model,Journal of Computer and System Sciences,2012,"We show how a layered Cloud service model of software (SaaS), platform (PaaS), and infrastructure (IaaS) leverages multiple independent Clouds by creating a federation among the providers. The layered architecture leads naturally to a design in which inter-Cloud federation takes place at each service layer, mediated by a broker specific to the concerns of the parties at that layer. Federation increases consumer value for and facilitates providing IT services as a commodity. This business model for the Cloud is consistent with broker mediated supply and service delivery chains in other commodity sectors such as finance and manufacturing. Concreteness is added to the federated Cloud model by considering how it works in delivering the Weather Research and Forecasting service (WRF) as SaaS using PaaS and IaaS support. WRF is used to illustrate the concepts of delegation and federation, the translation of service requirements between service layers, and inter-Cloud broker functions needed to achieve federation.",Cloud computing Service layers SaaS AaaS PaaS IaaS Interoperability Service delegation Federation of Clouds,
238,A pipelined VLSI-based structure for the reconstruction of three-dimensional images from projections,Microprocessing and Microprogramming,1987,The backprojection problem for medical image processing is described for the special case of a HDPC position camera. Unrealistic high processing times prompt the introduction of parallel computing. a pipelined parallel architecture with processors attached to slices of the reconstruction cube is described. A standard cell ASIC implementation for the processor is on its way and preliminary results are reported.,,
239,ANN based integrated security assessment of power system using parallel computing,International Journal of Electrical Power & Energy Systems,2012,"This paper presents the application of cascade neural network (CANN) based approach for integrated security (voltage and line flow security) assessment. The developed cascade neural network is a combination of one screening module and two ranking modules, which are Levenberg–Marquardt Algorithm based neural networks (LMANNs). All the single line outage contingency cases are applied to the screening module, which is 3-layered feed-forward ANN having two outputs. The screening module is trained to classify them either in critical contingency class or in non-critical contingency class from the viewpoint of voltage/line loading. The screened critical contingencies are passed to the corresponding ranking modules, which are developed simultaneously by using parallel computing. Parallel computing deals with the development of programs where multiple concurrent processes cooperate in the fulfillment of a common task. For contingency screening and ranking, two performance indices: one based on voltage security of power system (VPI) and other based on line flow (MWPI) are used. Effectiveness of the proposed cascade neural network based approach has been demonstrated by applying it for contingency selection and ranking at different loading conditions for IEEE 30-bus and a practical 75-bus Indian system. The results obtained clearly indicate the superiority of the proposed approach in terms of speedup in training time of neural networks as compared to the case when the two ranking neural networks were developed sequentially to estimate VPI and MWPI.",Contingency screening and ranking Parallel computing Voltage performance index MW performance index Screening neural network Ranking neural network,
240,VLSI Implementation of Discrete Wavelet Transform for Lossless Compression of Medical Images,Real-Time Imaging,2001,"This paper presents a VLSI architecture to implement the forward and inverse two dimensional Discrete Wavelet Transform (DWT), to compress medical images for storage and retrieval. Lossless compression is usually required in the medical image field. The word length required for lossless compression makes too expensive the area cost of the architectures that appear in the literature. Thus, there is a clear need for designing a cost-effective architecture to implement the lossless compression of medical images using DWT. The data path word length has been selected to ensure the lossless accuracy criteria leading a high speed implementation with small chip area. The pyramid algorithm is reorganized and the algorithm locality is improved in order to obtain an efficient hardware implementation. The result is a pipelined architecture that supports single chip implementation in VLSI technology. The implementation employs only one multiplier and 352 memory elements to compute all scales what results in a considerable smaller chip area (45 mm2) than former implementations. The hardware design has been captured by means of the VHDL language and simulated on data taken from random images. Implemented in a 0.7 μm technology, it can compute both the forward and inverse DWT at a rate of 3.5 512×512 12 bit images/s corresponding to a clock speed of 33 MHz. This chip is the core of a PCI board that will speedup the DWT computation on desktop computers.",,
241,Particle Swarm Optimization and Differential Evolution for model-based object detection,Applied Soft Computing,2013,"Automatically detecting objects in images or video sequences is one of the most relevant and frequently tackled tasks in computer vision and pattern recognition. The starting point for this work is a very general model-based approach to object detection. The problem is turned into a global continuous optimization one: given a parametric model of the object to be detected within an image, a function is maximized, which represents the similarity between the model and a region of the image under investigation. In particular, in this work, the optimization problem is tackled using Particle Swarm Optimization (PSO) and Differential Evolution (DE). We compare the performances of these optimization techniques on two real-world paradigmatic problems, onto which many other real-world object detection problems can be mapped: hippocampus localization in histological images and human body pose estimation in video sequences. In the former, a 2D deformable model of a section of the hippocampus is fit to the corresponding region of a histological image, to accurately localize such a structure and analyze gene expression in specific sub-regions. In the latter, an articulated 3D model of a human body is matched against a set of images of a human performing some action, taken from different perspectives, to estimate the subject's posture in space. Given the significant computational burden imposed by this approach, we implemented PSO and DE as parallel algorithms within the nVIDIA™ CUDA computing architecture.",Object detection Pose estimation Deformable models Articulated models Particle Swarm Optimization Differential Evolution Global continuous optimization,
242,Switch fabric design for high performance IP routers: A survey,Journal of Systems Architecture,2005,"Traditionally, besides vendor product descriptions on high performance Internet Protocol (IP) router hardware (HW) architectures, materials on this subject area seldom appear in research literature. Recently, we introduced an architectural concept of HW scalability and bi-directional HW reconfigurability for high performance IP routers. Application of these two conceptual attributes enables router HW flexibility to adapt to today’s IP network environment with rapid changes in capacity and traffic characteristics. We analyzed 10 switch fabrics (SFs), selected and also presented brief survey of HW architectural techniques that enable the attributes for three candidates that can serve such a router. In this paper, we present a full survey of these 10 SFs. The intention is to provide background reference material on an area not yet frequently visited in formal literature.",IP router Switch fabric Hardware architecture Hardware scalability Bi-directional hardware reconfigurability,
243,A fuzzy evolutionary framework for combining ensembles,Applied Soft Computing,2013,"We propose an evolutionary framework for the production of fuzzy rule bases where each rule executes an ensemble of predictors. The architecture, the rule base and the composition of the ensembles are evolved over time. To achieve this, we employ a context-free grammar within a hybrid genetic programming system using a multi-population model. As base predictors, multilayer perceptron neural networks and support vector machines are available. We apply the system to several function approximation and regression tasks and compare the results with recent research and state-of-the-art models. We conclude that the proposed architecture is competitive and has a number of very desirable features supporting automation of predictive model building and their adaptation over time. Finally, we suggest further potential research directions.",Ensemble systems Function approximation Fuzzy rule based systems Genetic programming,
244,Major line removal morphological hough transform on a hybrid system,Journal of Parallel and Distributed Computing,2004,"This paper describes an implementation of a novel major line removal hough transform on a new parallel architectural system, Hybrid System. A Hybrid System is a combination of single instruction multiple data (SIMD) and multiple instruction multiple data (MIMD) systems processing at the same time. The line removal algorithm, which is used for detecting lines in an image, strips away major lines so that minor lines can become more easily detectable. The algorithm is implemented and evaluated on the hybrid system. Being a new extended architecture, we also established the derivation for the hybrid system speedup. We were able to obtain speedup that surpasses that of MIMD systems with the same number of PCs. In the paper, we also introduce a new SIMD concept.",Hough transform SIMD MIMD Hybrid Speedup Dilation Erosion,
245,Overlay striping and optimal parallel I/O for modern applications,Parallel Computing,1998,"Disk array systems are rapidly becoming the secondary-storage media of choice for many emerging applications with large storage and high bandwidth requirements. Striping data across the disks of a disk array introduces significant performance benefits mainly because the effective transfer rate of the secondary storage is increased by a factor equal to the stripe width. However, the choice of the optimal stripe width is an open problem: no general formal analysis has been reported and intuition alone fails to provide good guidelines. As a result one may find occasionally contradictory recommendations in the literature. With this work we first contribute an analytical calculation of the optimal stripe width. Second, we recognize that the optimal stripe width is sensitive to the multiprogramming level, which is not known a priori and fluctuates with time. Thus, calculations of the optimal stripe width are, by themselves only, of little practical use. For this reason we propose a novel striping technique, called overlay striping, which allows objects to be retrieved using a number of alternative stripe widths. We provide the detailed algorithms for our overlay striping method and we study the associated storage overhead and performance improvements and we show that we can achieve near optimal performance for very wide ranges of the possible multiprogramming levels, while incurring small storage overheads.",Disk subsystems Parallel I/O Overlay striping,
246,MIMD–SIMD hybrid system––towards a new low cost parallel system,Parallel Computing,2003,"This paper describes a new parallel architectural system which we have called an MIMD–SIMD hybrid system. As the name implies, MIMD–SIMD hybrid system (also denoted as hybrid system in this paper) is a combination of both SIMD and MIMD systems working concurrently to produce an optimal architecture. This new parallel architecture has the capability of achieving speedup rates more than its corresponding MIMD architecture can achieve alone. We introduce our new SIMD concept and also show the contribution of the SIMD on this hybrid system. We have also developed a general formula for determining the speedup of the hybrid system so that accurate predictions can be made on the performance of the hybrid system. A MIMD–SIMD hybrid system was constructed and was used to implement on a visualization algorithm.",Visualization Parallelization SIMD MIMD Hybrid system Speedup,
247,Surfing the optimization space of a multiple-GPU parallel implementation of a X-ray tomography reconstruction algorithm,Journal of Systems and Software,2014," The increasing popularity of massively parallel architectures based on accelerators have opened up the possibility of significantly improving the performance of X-ray computed tomography (CT) applications towards achieving real-time imaging. However, achieving this goal is a challenging process, as most CT applications have not been designed for exploiting the amount of parallelism existing in these architectures. In this paper we present the massively parallel implementation and optimization of Mangoose++, a CT application for reconstructing 3D volumes from 2D images collected by scanners based on cone-beam geometry. The main contribution of this paper are the following. First, we develop a modular application design that allows to exploit the functional parallelism inside the application and to facilitate the parallelization of individual application phases. Second, we identify a set of optimizations that can be applied individually and in combination for optimally deploying the application on a massively parallel multi-GPU system. Third, we present a study of surfing the optimization space of the modularized application and demonstrate that a significant benefit can be obtained from employing the adequate combination of application optimizations.",CT reconstruction Tomography GPGPU Optimization Paralellism,
248,A single mediaprocessor-based programmable ultrasound system,"Information Technology in Biomedicine, IEEE Transactions on",2003,"We have developed a programmable ultrasound imaging system using a single commercially available mediaprocessor. We have efficiently mapped all of the necessary B-mode processing algorithms on the underlying processor architecture, including envelope detection, dynamic range compression, lateral and axial filtering, persistence processing, and scan conversion. Our system can handle varying specifications ranging from 128 vectors and 512 samples per vector to more than 256 vectors and 1024 samples per vector. For an image size of 330 vectors and 512 samples per vector, it can process 30 frames per second using a 300-MHz MAP-CA mediaprocessor from Hitachi/Equator Technologies. This programmable ultrasound machine will not only offer significant advantages in terms of low cost, portability, scalability, and reduced development time, but also provide a flexible platform for developing and deploying new clinical applications to aid the clinicians and improve the quality of healthcare to patients.",biomedical ultrasonics medical image processing microprocessor chips parallel architectures performance evaluation B-mode processing algorithms Hitachi Equator Technologies VLIW axial filtering data-level parallelism direct memory access dynamic range compression envelope detection healthcare instruction parallelism lateral filtering low cost mediaprocessor medical imaging persistence processing portability processor architecture programmable ultrasound imaging system scalability scan conversion vectors Biomedical imaging Computed tomography Costs Field programmable gate arrays Flexible printed circuits Hardware Magnetic resonance imaging Parallel processing Positron emission tomography Ultrasonic imaging Algorithms Ultrasonography,
249,Content-based organisation of virtual repositories of DICOM objects,Future Generation Computer Systems,2009,"The integration of multi-centre medical image data to create knowledge repositories for research and training activities has been an aim targeted since long ago. This paper presents an environment to share, to process and to organise medical imaging data according to a structured framework in which the image reports play a key role. This environment has been validated on a clinical environment, facing problems such as firewalls and security restrictions, in the frame of the CVIMO (Valencian Cyberinfrastructure of Medical Imaging in Oncology) project. The environment uses a middleware called TRENCADIS (Towards a Grid Environment for Processing and Sharing DICOM Objects) that provides users with the management of multiple administrative domains, data encryption and decryption on the fly and semantic indexation of images. Data is structured into four levels: Global data available, virtual federated storages of studies shared across a vertical domain, subsets for projects or experiments on the virtual storage and individual searches on these subsets. This structure of levels gives the needed flexibility for organising authorisation, and hides data that are not relevant for a given experiment. The main components and interactions are shown in the document, outlining the workflows and explaining the different approaches considered, including the protocols used and the difficulties met.",Grid architecture DICOM objects Virtual storages Ontologies,
250,An iterative approach for minimax design of multidimensional quadrature mirror filters,Signal Processing,2011,"In this paper, a nest of iterative techniques is proposed for the minimax design of quadrature mirror filter (QMF) banks. The method can be generalized such that multidimensional QMF banks can be designed by the proposed algorithm. For a given weighting function, an iterative method is used to minimize the objective error function in the inner iterations. To further reduce the peak error of overall magnitude response, an iterative weighting-updated technique is adopted in the outer iterations. Comparing with the existing works concern the design of perfect-reconstruction QMF banks, only one of the filters is needed to be designed under the cost of magnitude distortion, but the system complexity can be reduced drastically. Several examples, including design of 2-D and 3-D QMF banks, will be presented to demonstrate the effectiveness of the proposed method.",Quadrature mirror filter (QMF) bank Two-channel filter bank Multirate system Multidimensional digital filter Iterative weighted least-squares method Diamond-shaped filter,
251,GPU-based iterative transmission reconstruction in 3D ultrasound computer tomography,Journal of Parallel and Distributed Computing,2014," As today’s standard screening methods frequently fail to detect breast cancer before metastases have developed, early diagnosis is still a major challenge. With the promise of high-quality volume images, three-dimensional ultrasound computer tomography is likely to improve this situation, but has high computational needs. In this work, we investigate the acceleration of the ray-based transmission reconstruction by a GPU-based implementation of the iterative numerical optimization algorithm TVAL3. We identified the regular and transposed sparse-matrix–vector multiply as the performance limiting operations. For accelerated reconstruction we propose two different concepts and devise a hybrid scheme as optimal configuration. In addition we investigate multi-GPU scalability and derive the optimal number of devices for our two primary use-cases: a fast preview mode and a high-resolution mode. In order to achieve a fair estimation of the speedup, we compare our implementation to an optimized CPU version of the algorithm. Using our accelerated implementation we reconstructed a preview 3D volume with 24,576 unknowns, a voxel size of (8 mm)3 and approximately 200,000 equations in 0.5 s. A high-resolution volume with 1,572,864 unknowns, a voxel size of (2mm)3 and approximately 1.6 million equations was reconstructed in 23 s. This constitutes an acceleration of over one order of magnitude in comparison to the optimized CPU version.",GPU Ultrasound imaging Application acceleration SpMV Numerical optimization,
252,Moment-based approaches in imaging part 3: computational considerations [A Look at...],"Engineering in Medicine and Biology Magazine, IEEE",2008,This paper discusses the computation of moments in imaging. Faster algorithms are needed to decrease the computational complexity for real-time environment applications.,medical image processing method of moments computation of moments computational complexity fast algorithm image analysis method imaging moment-based approach real-time environment application Collaboration Image sequence analysis Image sequences Interpolation Jacobian matrices Noise robustness Polynomials Spline Time factors Two dimensional displays Algorithms Image Enhancement Image Interpretation Computer-Assisted Information Storage and Retrieval Reproducibility of Results Sensitivity and Specificity Signal Processing Computer-Assisted,
253,Evaluation of performance and architectural efficiency of FPGAs and GPUs in the 40 and 28&#xa0;nm generations for algorithms in 3D ultrasound computer tomography,Computers & Electrical Engineering,2014," In heterogeneous computing, application developers have to identify the best-suited target platform from a variety of alternatives. In this work, we compare performance and architectural efficiency of Graphics Processing Units (GPUs) and Field Programmable Gate Arrays (FPGAs) for two algorithms taken from a novel medical imaging method named 3D ultrasound computer tomography. From the 40 nm and 28 nm generations, we use top-notch devices and those with similar power consumption values. For our two benchmark algorithms from the signal processing and imaging domain, the results show that if power consumption is not considered, the GPU and FPGA from the 40nm generation give both, a similar performance and efficiency per transistor. In the 28 nm process, in contrast, the FPGA is superior to its GPU counterpart by 86% and 39%, depending on the algorithm. If power is limited, FPGAs outperform GPUs in each investigated case by at least a factor of four.",,
254,Biomedical imaging and the evolution of medical informatics,Computerized Medical Imaging and Graphics,1996,,,
255,Computer vision guided virtual craniofacial reconstruction,Computerized Medical Imaging and Graphics,2007,"The problem of virtual craniofacial reconstruction from a sequence of computed tomography (CT) images is addressed and is modeled as a rigid surface registration problem. Two different classes of surface matching algorithms, namely the data aligned rigidity constrained exhaustive search (DARCES) algorithm and the iterative closest point (ICP) algorithm are first used in isolation. Since the human bone can be reasonably approximated as a rigid body, 3D rigid surface registration techniques such as the DARCES and ICP algorithms are deemed to be well suited for the purpose of aligning the fractured bone fragments. A synergistic combination of these two algorithms, termed as the hybrid DARCES–ICP algorithm, is proposed. The hybrid algorithm is shown to result in a more accurate mandibular reconstruction when compared to the individual algorithms used in isolation. The proposed scheme for virtual reconstructive surgery would prove to be of tremendous benefit to the operating surgeons as it would allow them to pre-visualize the reconstructed mandible (i.e., the end-product of their work), before performing the actual surgical procedure. Experimental results on both phantom and real (human) patient datasets are presented.",DARCES ICP Bipartite graph matching Computed tomography,
256,Generalized symmetric interpolating wavelets,Computer Physics Communications,1999,"A new class of biorthogonal wavelets-interpolating distributed approximating functional (DAF) wavelets are proposed as a powerful basis for scale-space functional analysis and approximation. The important advantage is that these wavelets can be designed with infinite smoothness in both time and frequency spaces, and have as well symmetric interpolating characteristics. Boundary adaptive wavelets can be implemented conveniently by simply shifting the window envelope. As examples, generalized Lagrange wavelets and generalized Sinc wavelets are presented and discussed in detail. Efficient applications in computational science and engineering are explored.",Interpolating distributed approximating functional wavelets,
257,Optimizing parameters of a motion detection system by means of a distributed genetic algorithm,Image and Vision Computing,2005,"The main task of traffic monitoring applications is to identify moving targets. Usually, these applications require that a large number of parameters is tuned in order to work properly. In the motion detection system we have developed, about thirty parameters have been required to be optimized. This paper shows how a distributed implementation of a Genetic Algorithm (GA) over a network of workstations can successfully accomplish the parameter optimization task within a reduced amount of time. Accurate experiments accomplished on a challenging training sequence yield optimal parameter values. Four more test sequences allow us to assess the generality of the results previously attained.",Motion detection Parameter optimization Traffic monitoring Visual surveillance Distributed genetic algorithm,
258,A survey of GPU-based medical image computing techniques,Quantitative imaging in medicine and surgery,2012,"Medical imaging currently plays a crucial role throughout the entire clinical applications from medical scientific research to diagnostics and treatment planning. However, medical imaging procedures are often computationally demanding due to the large three-dimensional (3D) medical datasets to process in practical clinical applications. With the rapidly enhancing performances of graphics processors, improved programming support, and excellent price-to-performance ratio, the graphics processing unit (GPU) has emerged as a competitive parallel computing platform for computationally expensive and demanding tasks in a wide range of medical image applications. The major purpose of this survey is to provide a comprehensive reference source for the starters or researchers involved in GPU-based medical image processing. Within this survey, the continuous advancement of GPU computing is reviewed and the existing traditional applications in three areas of medical image processing, namely, segmentation, registration and visualization, are surveyed. The potential advantages and associated challenges of current GPU-based medical imaging are also discussed to inspire future applications in medicine.",,
259,Two Complementary Approaches for Integrating a Lattice Boltzmann Flow Solver into Simulation Frameworks,Procedia Computer Science,2011,"Computer simulation plays an increasingly important role in the area of medical physics. The coupled simulation of blood flow, species transport and biological processes in patient specific vessel geometries is a rapidly growing field with the ambitious goal to help clinicians with risk prediction and treatment planning, for example in the case of cardio-vascular diseases. In this paper we describe two complementary approaches of embedding a Lattice Boltzmann flow solver into environments requiring CFD-simulations in the framework of medical physics: a tool chain for performing blood flow simulation within cerebral aneurysms, and a framework for a coupled multi-physics multi-scale simulation of flow-induced biological processes. While for the blood flow simulation the challenge is to set-up an automated tool chain for performing a large number of robust CFD-simulations with a minimum of human interaction, the coupling-framework requires the communication of the LB solver within a complex software environment. We compare both approaches and identify possible synergies, leading towards powerful simulation systems.",Lattice Boltzmann coupled simulation multi-scale cerebral aneurysm,
260,FR-KECA: Fuzzy robust kernel entropy component analysis,Neurocomputing,1415-1423,,,
261,Non-Newtonian blood flow simulation in cerebral aneurysms,Computers & Mathematics with Applications,2009,"Computer simulations play an increasingly important role in the area of medical physics, from fundamental research to patient specific treatment planning. One particular application we address in this paper is the simulation of blood flow in cerebral aneurysms in domains created from medical images. Our focus is on accurately capturing the rheology for this type of application, particularly the difference in wall shear stress between Newtonian and non-Newtonian fluids. The numerical method applied for our investigation is a performance optimized Lattice Boltzmann solver with a Carreau–Yasuda model to capture non-Newtonian rheology.",Cerebral aneurysm Non-Newtonian rheology Blood flow Lattice Boltzmann,
262,Consensus fingerprint matching with genetically optimised approach,Pattern Recognition,2009,"Fingerprint matching has been approached using various criteria based on different extracted features. However, robust and accurate fingerprint matching is still a challenging problem. In this paper, we propose an improved integrated method which operates by first suggesting a consensus matching function, which combines different matching criteria based on heterogeneous features. We then devise a genetically guided approach to optimise the consensus matching function for simultaneous fingerprint alignment and verification. Since different features usually offer complementary information about the matching task, the consensus function is expected to improve the reliability of fingerprint matching. A related motivation for proposing such a function is to build a robust criterion that can perform well over a variety of different fingerprint matching instances. Additionally, by employing the global search functionality of a genetic algorithm along with a local matching operation for population initialisation, we aim to identify the optimal or near optimal global alignment between two fingerprints. The proposed algorithm is evaluated by means of a series of experiments conducted on public domain collections of fingerprint images and compared with previous work. Experimental results show that the consensus function can lead to a substantial improvement in performance while the local matching operation helps to identify promising initial alignment configurations, thereby speeding up the verification process. The resulting algorithm is more accurate than several other proposed methods which have been implemented for comparison.",Alignment Fingerprints Genetic algorithms (GAs) Verification,
263,Chaste: A case study of parallelisation of an open source finite-element solver with applications to computational cardiac electrophysiology simulation,International Journal of High Performance Computing Applications,2014,"The simulation of cardiac electrophysiology is a mature field in computational physiology. Recent advances in medical imaging, high-performance computing and numerical methods mean that computational models of electrical propagation in human heart tissue are ripe for use in patient-specific simulation for diagnosis, for prognosis and for selection of treatment methods. However, in order to move in this direction, it is necessary to make efficient use of modern petascale computing resources. This paper focuses on an existing open source simulation framework (Chaste) and documents work done to improve the parallel scaling on a small range of electrophysiology benchmark problems. These benchmarks involve the numerical solution of the monodomain or bidomain equations via the finite-element method. At the beginning of this study the electrophysiology libraries within Chaste were already enabled to run in parallel and were able to solve for electrical propagation using the monodomain or bidomain equations, but parallel efficiency dropped rapidly when run on more than about 64 processors. Throughout the course of the study, improvements were made to problem definition input; geometric mesh partitioning; finite-element assembly of large, sparse linear systems; problem-specific matrix preconditioning; numerical solution of the linear system; and output of the approximate solution. The consequence of these improvements is that, at the end of the study, Chaste is able to solve a monodomain benchmark problem in close to real time. While some of the improvements made to the parallel Chaste code are specific to cardiac electrophysiology, many of the techniques documented in this paper are generic to the parallel finite-element method in other scientific application areas.",,
264,3D medical image coding using separable 3D wavelet decomposition and lattice vector quantization,Signal Processing,1997,"An original 3D subband coding scheme is proposed. A separable 3D wavelet, taking full advantage of the 3D structures correlation, decomposes the original volume into subvolumes which can be separately quantized by a uniform scalar quantizer or by a 3D lattice vector quantizer. Concentric hyper-pyramids lying on the cubic lattice are used for searching codewords. A distortion minimization algorithm both selects the best number of decomposition and the best set of quantizers in order to minimize the overall mean square error. The whole algorithm is applied on a 3D image data base issued from the Morphometer (a new true 3D X-Ray scanner). The results presented include traditional signal-to-noise ratio performances and a subjective evaluation made by radiologists.",3D image coding wavelet transform 3D X-ray scanner bit allocation scalar quantization pyramidal vector quantization,
265,"Service monitoring and differentiation techniques for resource allocation in the grid, on the basis of the level of service",Future Generation Computer Systems,2011,"The study of meta-scheduling of jobs in the Grid has been a recurrent topic on the literature. Many tools have been developed for allocating the jobs to the most appropriate resources according to specific application needs while balancing the workload among resources. However, few of them focus on evaluating the level of service attained by providers of Grid services. On the contrary, Grid generally offers best-effort service to all the applications. Without Quality of Service (QoS), the jobs are executed without any guarantee on the execution time or throughput. Also, the support for qualitative attributes, such as security, is limited to the information provided by the resources. The uncertainty on the final performance is an issue that affects user satisfaction, reducing the interest of Grid infrastructures. In this paper, we present GRIDIFF, a software architecture that covers all necessary steps to integrate QoS into the process of allocating resources for the execution of jobs in the Grid. GRIDIFF has been used in practice to differentiate the resources according to the fulfillment of the 100% of the QoS considering three groups with failure rates of 9.1%, 13.3% and 64.1%, respectively. Scalability has been evaluated through simulation in up to 7000 nodes that can handle up to 250 monitoring agents per node.",Grid computing Quality of service Resource allocation Service differentiation Monitoring,
266,An integrative approach to high-performance biomedical problem solving environments on the Grid,Parallel Computing,2004,"We conduct computer simulation experiments in pre-operative planning of vascular reconstruction with a physician in the experimental loop. We constructed a problem solving environment, which offers an integrative approach for constructing and running complex interactive systems. Grid resources are used for access to medical image repositories, segmentation services, simulation of blood flow, and visualization in virtual environments of the simulated results together with medical data obtained from MRI/CT scanners. This case study in vascular reconstruction planning has been validated via contextual analysis in a number of hospitals, resulting in a set of new requirements gathered for future versions of the system.",Grid computing Integrative approach Biomedical applications,
267,A flexible 3D cerebrovascular extraction from TOF-MRA images,Neurocomputing,2013," For accurately extracting 3D cerebral tree from time-of-flight magnetic resonance angiography (TOF-MRA) images, a novel active contour model is presented by combining the statistical information and the vessel shape information in a variational level set framework. Firstly, a finite mixture model of four Gaussian distributions is proposed to model the statistical distribution of the density of TOF-MRA data, which can excellently describe the distribution of the cerebral vessels and background. Secondly, a vascular vector field, derived from the eigenanalysis of the Hessian matrix, is employed to model vessel shape information, which can guide the contour evolving along the vessel center line towards the thin or weak vessels. Thirdly, an automatic method of initializing the contour, derived from enhancement of the vessel shape, is proposed, which is capable of setting the initial contour efficiently and automatically. Furthermore, the narrow band technique is adopted, which effectively reduces the computation. Finally, a speedup strategy in the implementation is developed by labeling the steadily-evolved points, which avoids the repeated computation of these points in the later iterations. Experiments are made with several classical models over 9 MRA datasets, and the results show that the proposed model outperforms the classical models.",Cerebrovascular extraction Active contour model TOF-MRA images Mixture model Vessel shape,
268,Computationally efficient filtered-backprojection algorithm for tomographic image reconstruction using Walsh transform,Journal of Visual Communication and Image Representation,2006,"In this paper, we discuss the implementation of the filtered-backprojection (FBP) algorithm for tomographic image reconstruction using Walsh transform to exploit its fast computational ability. Walsh transform is the fastest unitary transform known so far. The major advantage of Walsh transform is that it involves only real additions and subtractions whereas Fourier transform involves complex multiplications and additions. Implementation of the proposed algorithm necessitates the design of an appropriate filter in Walsh domain. In this research, the known Fourier filter coefficients have been transformed into Walsh domain, thereby the 1 × N Fourier filter coefficients were converted into an N × N sparse matrix with nonzero elements in a special pattern. The proposed algorithm has been implemented by taken into account of the special nature of the Walsh domain filter coefficients and tested for its performance using the well-known ‘Shepp-Logan head phantom’ test image. The results demonstrate that the reconstruction strategy has comparable performance with a significant reduction of computing time. For example, with a 128 × 128-pixel image and 180 views, the speedup achieved is fourfold, with reconstructions qualitatively and visually the same as that of FBP algorithm in the Fourier domain.",Tomography Walsh transform Fast algorithm Filtered-backprojection algorithm,
